0,40,5.2500525,0
1,40,5.2500525,0
2,34,5.11055882352941,0
3,31,5.09482258064516,0
4,27,5.04765555555556,0
5,37,4.85417837837838,13
6,34,4.82651764705882,0
7,31,4.66918064516129,0
8,27,4.70940740740741,0
9,25,4.748088,0
10,23,4.63875652173913,0
11,36,4.40440833333333,14
12,34,4.28909705882353,0
13,31,4.08637419354839,0
14,30,4.07137666666667,0
15,29,4.08514137931035,0
16,27,3.96426666666667,0
17,41,3.67925365853659,15
18,38,3.64949210526316,0
19,36,3.59815555555556,0
20,35,3.57412,0
21,32,3.577825,0
22,30,3.47732666666667,0
23,44,3.30929090909091,17
24,43,3.29140465116279,0
25,41,3.23173170731707,0
26,40,3.2029875,0
27,37,3.15005945945946,0
28,37,3.15005945945946,0
29,50,2.979936,13
30,47,2.95354468085106,0
31,43,2.90747674418605,0
32,41,2.82170243902439,0
33,40,2.6898075,0
34,37,2.59205945945946,0
35,45,2.46194888888889,13
36,43,2.47873488372093,0
37,40,2.3600425,0
38,38,2.31184736842105,0
39,36,2.25458888888889,0
40,32,2.11299375,0
41,48,2.19575625,17
42,48,2.19575625,0
43,47,2.16991063829787,0
44,45,2.16788888888889,0
45,42,2.11377142857143,0
46,42,2.11377142857143,0
47,61,1.96616721311475,21
48,58,1.93765172413793,0
49,57,1.9155,0
50,54,1.94757777777778,0
51,53,1.94530377358491,0
52,50,1.838872,0
53,75,1.84440666666667,27
54,71,1.82292394366197,0
55,71,1.82292394366197,0
56,70,1.80362571428571,0
57,68,1.79083970588235,0
58,64,1.756790625,0
59,97,1.78944432989691,36
60,95,1.77209052631579,0
61,93,1.77579462365591,0
62,89,1.7512202247191,0
63,89,1.7512202247191,0
64,86,1.72293488372093,0
65,129,1.72413255813954,46
66,126,1.69744206349206,0
67,120,1.6945625,0
68,117,1.6814547008547,0
69,113,1.6291,0
70,112,1.60902410714286,0
71,175,1.63533714285714,65
72,173,1.64076589595376,0
73,171,1.64353391812866,0
74,164,1.598175,0
75,161,1.5870149068323,0
76,157,1.58291656050955,0
77,238,1.69666176470588,88
78,233,1.68901630901288,0
79,228,1.67258157894737,0
80,226,1.66531194690265,0
81,224,1.66411517857143,0
82,218,1.64999633027523,0
83,327,1.68442691131498,116
84,318,1.64764528301887,0
85,310,1.63377612903226,0
86,301,1.60920564784053,0
87,298,1.59882013422819,0
88,284,1.58685915492958,0
89,431,1.6117535962877,156
90,425,1.60270988235294,0
91,414,1.59599879227053,0
92,406,1.5767645320197,0
93,398,1.56380175879397,0
94,388,1.56723969072165,0
95,580,1.6237074137931,208
96,572,1.61939772727273,0
97,561,1.6021816399287,0
98,550,1.59568581818182,0
99,541,1.59364842883549,0
1.011122929638886911e-311,1.011122944690102746e-311,1.011122946255302712e-311,1.011122944777058300e-311
