0.000000000000000000e+00,2.000000000000000000e+01,4.789379999999999526e+00,4.945710000000000939e+00,0.000000000000000000e+00
1.000000000000000000e+00,2.000000000000000000e+01,4.789379999999999526e+00,4.945710000000000939e+00,0.000000000000000000e+00
2.000000000000000000e+00,2.000000000000000000e+01,4.789379999999999526e+00,4.945710000000000939e+00,0.000000000000000000e+00
3.000000000000000000e+00,2.000000000000000000e+01,4.789379999999999526e+00,4.945710000000000939e+00,0.000000000000000000e+00
4.000000000000000000e+00,2.000000000000000000e+01,4.789379999999999526e+00,4.945710000000000939e+00,0.000000000000000000e+00
5.000000000000000000e+00,2.000000000000000000e+01,4.789379999999999526e+00,4.945710000000000939e+00,0.000000000000000000e+00
6.000000000000000000e+00,2.000000000000000000e+01,4.789379999999999526e+00,4.945710000000000939e+00,0.000000000000000000e+00
7.000000000000000000e+00,2.000000000000000000e+01,4.789379999999999526e+00,4.945710000000000939e+00,0.000000000000000000e+00
8.000000000000000000e+00,2.000000000000000000e+01,4.789379999999999526e+00,4.945710000000000939e+00,0.000000000000000000e+00
9.000000000000000000e+00,2.000000000000000000e+01,4.789379999999999526e+00,4.945710000000000939e+00,0.000000000000000000e+00
1.000000000000000000e+01,2.000000000000000000e+01,4.789379999999999526e+00,4.945710000000000939e+00,0.000000000000000000e+00
1.100000000000000000e+01,2.200000000000000000e+01,4.747449999999999726e+00,5.251463636363637555e+00,2.000000000000000000e+00
1.200000000000000000e+01,2.200000000000000000e+01,4.747449999999999726e+00,5.251463636363637555e+00,0.000000000000000000e+00
1.300000000000000000e+01,2.200000000000000000e+01,4.747449999999999726e+00,5.251463636363637555e+00,0.000000000000000000e+00
1.400000000000000000e+01,2.200000000000000000e+01,4.747449999999999726e+00,5.251463636363637555e+00,0.000000000000000000e+00
1.500000000000000000e+01,2.200000000000000000e+01,4.747449999999999726e+00,5.251463636363637555e+00,0.000000000000000000e+00
1.600000000000000000e+01,2.200000000000000000e+01,4.747449999999999726e+00,5.251463636363637555e+00,0.000000000000000000e+00
1.700000000000000000e+01,2.300000000000000000e+01,4.751882608695653154e+00,4.754508695652175376e+00,3.000000000000000000e+00
1.800000000000000000e+01,2.100000000000000000e+01,4.800276190476190585e+00,4.459395238095239300e+00,0.000000000000000000e+00
1.900000000000000000e+01,2.000000000000000000e+01,4.877740000000000187e+00,4.193935000000000635e+00,0.000000000000000000e+00
2.000000000000000000e+01,1.900000000000000000e+01,4.872768421052630750e+00,4.206100000000001060e+00,0.000000000000000000e+00
2.100000000000000000e+01,1.700000000000000000e+01,4.903611764705882337e+00,4.214229411764707223e+00,0.000000000000000000e+00
2.200000000000000000e+01,1.500000000000000000e+01,4.836046666666666383e+00,4.536126666666666196e+00,0.000000000000000000e+00
2.300000000000000000e+01,1.800000000000000000e+01,4.583366666666666589e+00,5.712855555555555576e+00,6.000000000000000000e+00
2.400000000000000000e+01,1.800000000000000000e+01,4.583366666666666589e+00,5.712855555555555576e+00,0.000000000000000000e+00
2.500000000000000000e+01,1.700000000000000000e+01,4.536005882352941221e+00,5.990082352941176858e+00,0.000000000000000000e+00
2.600000000000000000e+01,1.700000000000000000e+01,4.536005882352941221e+00,5.990082352941176858e+00,0.000000000000000000e+00
2.700000000000000000e+01,1.600000000000000000e+01,4.478381250000000868e+00,6.301962500000000134e+00,0.000000000000000000e+00
2.800000000000000000e+01,1.600000000000000000e+01,4.478381250000000868e+00,6.301962500000000134e+00,0.000000000000000000e+00
2.900000000000000000e+01,2.300000000000000000e+01,4.351069565217391855e+00,6.154882608695651847e+00,7.000000000000000000e+00
3.000000000000000000e+01,2.300000000000000000e+01,4.351069565217391855e+00,6.154882608695651847e+00,0.000000000000000000e+00
3.100000000000000000e+01,2.300000000000000000e+01,4.351069565217391855e+00,6.154882608695651847e+00,0.000000000000000000e+00
3.200000000000000000e+01,2.300000000000000000e+01,4.351069565217391855e+00,6.154882608695651847e+00,0.000000000000000000e+00
3.300000000000000000e+01,2.300000000000000000e+01,4.351069565217391855e+00,6.154882608695651847e+00,0.000000000000000000e+00
3.400000000000000000e+01,2.300000000000000000e+01,4.351069565217391855e+00,6.154882608695651847e+00,0.000000000000000000e+00
3.500000000000000000e+01,3.300000000000000000e+01,4.255257575757576127e+00,6.653745454545455296e+00,1.000000000000000000e+01
3.600000000000000000e+01,3.300000000000000000e+01,4.255257575757576127e+00,6.653745454545455296e+00,0.000000000000000000e+00
3.700000000000000000e+01,3.300000000000000000e+01,4.255257575757576127e+00,6.653745454545455296e+00,0.000000000000000000e+00
3.800000000000000000e+01,3.200000000000000000e+01,4.141346875000000871e+00,6.830425000000000857e+00,0.000000000000000000e+00
3.900000000000000000e+01,3.100000000000000000e+01,4.209080645161290768e+00,6.807493548387096638e+00,0.000000000000000000e+00
4.000000000000000000e+01,3.100000000000000000e+01,4.209080645161290768e+00,6.807493548387096638e+00,0.000000000000000000e+00
4.100000000000000000e+01,4.300000000000000000e+01,4.289755813953489927e+00,7.080060465116278401e+00,1.200000000000000000e+01
4.200000000000000000e+01,4.200000000000000000e+01,4.195792857142858878e+00,7.164266666666667227e+00,0.000000000000000000e+00
4.300000000000000000e+01,4.200000000000000000e+01,4.195792857142858878e+00,7.164266666666667227e+00,0.000000000000000000e+00
4.400000000000000000e+01,4.200000000000000000e+01,4.195792857142858878e+00,7.164266666666667227e+00,0.000000000000000000e+00
4.500000000000000000e+01,4.100000000000000000e+01,4.238431707317075414e+00,7.162648780487805844e+00,0.000000000000000000e+00
4.600000000000000000e+01,4.000000000000000000e+01,4.264967500000001799e+00,6.994115000000000748e+00,0.000000000000000000e+00
4.700000000000000000e+01,5.400000000000000000e+01,4.043485185185184072e+00,7.067396296296295510e+00,1.600000000000000000e+01
4.800000000000000000e+01,5.400000000000000000e+01,4.043485185185184072e+00,7.067396296296295510e+00,0.000000000000000000e+00
4.900000000000000000e+01,5.400000000000000000e+01,4.043485185185184072e+00,7.067396296296295510e+00,0.000000000000000000e+00
5.000000000000000000e+01,5.400000000000000000e+01,4.043485185185184072e+00,7.067396296296295510e+00,0.000000000000000000e+00
5.100000000000000000e+01,5.400000000000000000e+01,4.043485185185184072e+00,7.067396296296295510e+00,0.000000000000000000e+00
5.200000000000000000e+01,5.100000000000000000e+01,4.045176470588233819e+00,6.892988235294118304e+00,0.000000000000000000e+00
